GroupSize	 NBO	 PRAC-CONFIG	 MAXIMUM_ACT
60012	32	1	10
60013	32	1	10
60014	32	1	10
60015	32	1	10
60016	32	1	10
60017	32	1	10
60018	32	1	10
60019	32	1	10
60020	32	1	10
60021	32	1	10
60022	32	1	10
60023	32	1	10
60024	32	1	10
60025	32	1	10
60026	32	1	10
60027	32	1	10
60028	32	1	10
60029	32	1	10
60030	32	1	10
60031	32	1	10
60032	32	1	10
60033	32	1	10
60034	32	1	10
60035	32	1	10
60036	32	1	10
60037	32	1	10
60038	32	1	10
60039	32	1	10
60040	32	1	10
60041	32	1	10
60042	32	1	10
60043	32	1	10
60044	32	1	10
60045	32	1	10
60046	32	1	10
60047	32	1	10
60048	32	1	10
60049	32	1	10
60050	32	1	10
60051	32	1	10
60052	32	1	10
60053	32	1	10
60054	32	1	10
60055	32	1	10
60056	32	1	10
60057	32	1	10
60058	32	1	10
60059	32	1	10
60060	32	1	10
60061	32	1	10
60062	32	1	10
60063	32	1	10
60064	32	1	10
60065	32	1	10
60066	32	1	10
60067	32	1	10
60068	32	1	10
60069	32	1	10
60070	32	1	10
60071	32	1	10
60072	32	1	10
60073	32	1	10
60074	32	1	10
60075	32	1	10
60076	32	1	10
60077	32	1	10
60078	32	1	10
60079	32	1	10
60080	32	1	10
60081	32	1	10
60082	32	1	10
60083	32	1	10
60084	32	1	10
60085	32	1	10
60086	32	1	10
60087	32	1	10
60088	32	1	10
60089	32	1	10
60090	32	1	10
60091	32	1	10
60092	32	1	10
60093	32	1	10
60094	32	1	10
60095	32	1	10
60096	32	1	10
60097	32	1	10
60098	32	1	10
60099	32	1	10
60100	32	1	10
60101	32	1	10
60102	32	1	10
60103	32	1	10
60104	32	1	10
60105	32	1	10
60106	32	1	10
60107	32	1	10
60108	32	1	10
60109	32	1	10
60110	32	1	10
60111	32	1	10
60112	32	1	10
60113	32	1	10
60114	32	1	10
60115	32	1	10
60116	32	1	10
60117	32	1	10
60118	32	1	10
60119	32	1	10
60120	32	1	10
60121	32	1	10
60122	32	1	10
60123	32	1	10
60124	32	1	10
60125	32	1	10
60126	32	1	10
60127	32	1	10
60128	32	1	10
60129	32	1	10
60130	32	1	10
60131	32	1	10
60132	32	1	10
60133	32	1	10
60134	32	1	10
60135	32	1	10
60136	32	1	10
60137	32	1	10
60138	32	1	10
60139	32	1	10
60140	32	1	10
60141	32	1	10
60142	32	1	10
60143	32	1	10
60144	32	1	10
60145	32	1	10
60146	32	1	10
60147	32	1	10
60148	32	1	10
60149	32	1	10
60150	32	1	10
60151	32	1	10
60152	32	1	10
60153	32	1	10
60154	32	1	10
60155	32	1	10
60156	32	1	10
60157	32	1	10
60158	32	1	10
60159	32	1	10
60160	32	1	10
60161	32	1	10
60162	32	1	10
60163	32	1	10
60164	32	1	10
60165	32	1	10
60166	32	1	10
60167	32	1	10
60168	32	1	10
60169	32	1	10
60170	32	1	10
60171	32	1	10
60172	32	1	10
60173	32	1	10
60174	32	1	10
60175	32	1	10
60176	32	1	10
60177	32	1	10
60178	32	1	10
60179	32	1	10
60180	32	1	10
60181	32	1	10
60182	32	1	10
60183	32	1	10
60184	32	1	10
60185	32	1	10
60186	32	1	10
60187	32	1	10
60188	32	1	10
60189	32	1	10
60190	32	1	10
60191	32	1	10
60192	32	1	10
60193	32	1	10
60194	32	1	10
60195	32	1	10
60196	32	1	10
60197	32	1	10
60198	32	1	10
60199	32	1	10
60200	32	1	10
60201	32	1	10
60202	32	1	10
60203	32	1	10
60204	32	1	10
60205	32	1	10
60206	32	1	10
60207	32	1	10
60208	32	1	10
60209	32	1	10
60210	32	1	10
60211	32	1	10
60212	32	1	10
60213	32	1	10
60214	32	1	10
60215	32	1	10
60216	32	1	10
60217	32	1	10
60218	32	1	10
60219	32	1	10
60220	32	1	10
60221	32	1	10
60222	32	1	10
60223	32	1	10
60224	32	1	10
60225	32	1	10
60226	32	1	10
60227	32	1	10
60228	32	1	10
60229	32	1	10
60230	32	1	10
60231	32	1	10
60232	32	1	10
60233	32	1	10
60234	32	1	10
60235	32	1	10
60236	32	1	10
60237	32	1	10
60238	32	1	10
60239	32	1	10
60240	32	1	10
60241	32	1	10
60242	32	1	10
60243	32	1	10
60244	32	1	10
60245	32	1	10
60246	32	1	10
60247	32	1	10
60248	32	1	10
60249	32	1	10
60250	32	1	10
60251	32	1	10
60252	32	1	10
60253	32	1	10
60254	32	1	10
60255	32	1	10
60256	32	1	10
60257	32	1	10
60258	32	1	10
60259	32	1	10
60260	32	1	10
60261	32	1	10
60262	32	1	10
60263	32	1	10
60264	32	1	10
60265	32	1	10
60266	32	1	10
60267	32	1	10
60268	32	1	10
60269	32	1	10
60270	32	1	10
60271	32	1	10
60272	32	1	10
60273	32	1	10
60274	32	1	10
60275	32	1	10
60276	32	1	10
60277	32	1	10
60278	32	1	10
60279	32	1	10
60280	32	1	10
60281	32	1	10
60282	32	1	10
60283	32	1	10
60284	32	1	10
60285	32	1	10
60286	32	1	10
60287	32	1	10
60288	32	1	10
60289	32	1	10
60290	32	1	10
60291	32	1	10
60292	32	1	10
60293	32	1	10
60294	32	1	10
60295	32	1	10
60296	32	1	10
60297	32	1	10
60298	32	1	10
60299	32	1	10
60300	32	1	10
60301	32	1	10
60302	32	1	10
60303	32	1	10
60304	32	1	10
60305	32	1	10
60306	32	1	10
60307	32	1	10
60308	32	1	10
60309	32	1	10
60310	32	1	10
60311	32	1	10
60312	32	1	10
60313	32	1	10
60314	32	1	10
60315	32	1	10
60316	32	1	10
60317	32	1	10
60318	32	1	10
60319	32	1	10
60320	32	1	10
60321	32	1	10
60322	32	1	10
60323	32	1	10
60324	32	1	10
60325	32	1	10
60326	32	1	10
60327	32	1	10
60328	32	1	10
60329	32	1	10
60330	32	1	10
60331	32	1	10
60332	32	1	10
60333	32	1	10
60334	32	1	10
60335	32	1	10
60336	32	1	10
60337	32	1	10
60338	32	1	10
60339	32	1	10
60340	32	1	10
60341	32	1	10
60342	32	1	10
60343	32	1	10
60344	32	1	10
60345	32	1	10
60346	32	1	10
60347	32	1	10
60348	32	1	10
60349	32	1	10
60350	32	1	10
60351	32	1	10
60352	32	1	10
60353	32	1	10
60354	32	1	10
60355	32	1	10
60356	32	1	10
60357	32	1	10
60358	32	1	10
60359	32	1	10
60360	32	1	10
60361	32	1	10
60362	32	1	10
60363	32	1	10
60364	32	1	10
60365	32	1	10
60366	32	1	10
60367	32	1	10
60368	32	1	10
60369	32	1	10
60370	32	1	10
60371	32	1	10
60372	32	1	10
60373	32	1	10
60374	32	1	10
60375	32	1	10
60376	32	1	10
60377	32	1	10
60378	32	1	10
60379	32	1	10
60380	32	1	10
60381	32	1	10
60382	32	1	10
60383	32	1	10
60384	32	1	10
60385	32	1	10
60386	32	1	10
60387	32	1	10
60388	32	1	10
60389	32	1	10
60390	32	1	10
60391	32	1	10
60392	32	1	10
60393	32	1	10
60394	32	1	10
60395	32	1	10
60396	32	1	10
60397	32	1	10
60398	32	1	10
60399	32	1	10
60400	32	1	10
60401	32	1	10
60402	32	1	10
60403	32	1	10
60404	32	1	10
60405	32	1	10
60406	32	1	10
60407	32	1	10
60408	32	1	10
60409	32	1	10
60410	32	1	10
60411	32	1	10
60412	32	1	10
60413	32	1	10
60414	32	1	10
60415	32	1	10
60416	32	1	10
60417	32	1	10
60418	32	1	10
60419	32	1	10
60420	32	1	10
60421	32	1	10
60422	32	1	10
60423	32	1	10
60424	32	1	10
60425	32	1	10
60426	32	1	10
60427	32	1	10
60428	32	1	10
60429	32	1	10
60430	32	1	10
60431	32	1	10
60432	32	1	10
60433	32	1	10
60434	32	1	10
60435	32	1	10
60436	32	1	10
60437	32	1	10
60438	32	1	10
60439	32	1	10
60440	32	1	10
60441	32	1	10
60442	32	1	10
60443	32	1	10
60444	32	1	10
60445	32	1	10
60446	32	1	10
60447	32	1	10
60448	32	1	10
60449	32	1	10
60450	32	1	10
60451	32	1	10
60452	32	1	10
60453	32	1	10
60454	32	1	10
60455	32	1	10
60456	32	1	10
60457	32	1	10
60458	32	1	10
60459	32	1	10
60460	32	1	10
60461	32	1	10
60462	32	1	10
60463	32	1	10
60464	32	1	10
60465	32	1	10
60466	32	1	10
60467	32	1	10
60468	32	1	10
60469	32	1	10
60470	32	1	10
60471	32	1	10
60472	32	1	10
60473	32	1	10
60474	32	1	10
60475	32	1	10
60476	32	1	10
60477	32	1	10
60478	32	1	10
60479	32	1	10
60480	32	1	10
60481	32	1	10
60482	32	1	10
60483	32	1	10
60484	32	1	10
60485	32	1	10
60486	32	1	10
60487	32	1	10
60488	32	1	10
60489	32	1	10
60490	32	1	10
60491	32	1	10
60492	32	1	10
60493	32	1	10
60494	32	1	10
60495	32	1	10
60496	32	1	10
60497	32	1	10
60498	32	1	10
60499	32	1	10
60500	32	1	10
60501	32	1	10
60502	32	1	10
60503	32	1	10
60504	32	1	10
60505	32	1	10
60506	32	1	10
60507	32	1	10
60508	32	1	10
60509	32	1	10
60510	32	1	10
60511	32	1	10
60512	32	1	10
60513	32	1	10
60514	32	1	10
60515	32	1	10
60516	32	1	10
60517	32	1	10
60518	32	1	10
60519	32	1	10
60520	32	1	10
60521	32	1	10
60522	32	1	10
60523	32	1	10
60524	32	1	10
60525	32	1	10
60526	32	1	10
60527	32	1	10
60528	32	1	10
60529	32	1	10
60530	32	1	10
60531	32	1	10
60532	32	1	10
60533	32	1	10
60534	32	1	10
60535	32	1	10
60536	32	1	10
60537	32	1	10
60538	32	1	10
60539	32	1	10
60540	32	1	10
60541	32	1	10
60542	32	1	10
60543	32	1	10
60544	32	1	10
60545	32	1	10
60546	32	1	10
60547	32	1	10
60548	32	1	10
60549	32	1	10
60550	32	1	10
60551	32	1	10
60552	32	1	10
60553	32	1	10
60554	32	1	10
60555	32	1	10
60556	32	1	10
60557	32	1	10
60558	32	1	10
60559	32	1	10
60560	32	1	10
60561	32	1	10
60562	32	1	10
60563	32	1	10
60564	32	1	10
60565	32	1	10
60566	32	1	10
60567	32	1	10
60568	32	1	10
60569	32	1	10
60570	32	1	10
60571	32	1	10
60572	32	1	10
60573	32	1	10
60574	32	1	10
60575	32	1	10
60576	32	1	10
60577	32	1	10
60578	32	1	10
60579	32	1	10
60580	32	1	10
60581	32	1	10
60582	32	1	10
60583	32	1	10
60584	32	1	10
60585	32	1	10
60586	32	1	10
60587	32	1	10
60588	32	1	10
60589	32	1	10
60590	32	1	10
60591	32	1	10
60592	32	1	10
60593	32	1	10
60594	32	1	10
60595	32	1	10
60596	32	1	10
60597	32	1	10
60598	32	1	10
60599	32	1	10
60600	32	1	10
60601	32	1	10
60602	32	1	10
60603	32	1	10
60604	32	1	10
60605	32	1	10
60606	32	1	10
60607	32	1	10
60608	32	1	10
60609	32	1	10
60610	32	1	10
60611	32	1	10
60612	32	1	10
60613	32	1	10
60614	32	1	10
60615	32	1	10
60616	32	1	10
60617	32	1	10
60618	32	1	10
60619	32	1	10
60620	32	1	10
60621	32	1	10
60622	32	1	10
60623	32	1	10
60624	32	1	10
60625	32	1	10
60626	32	1	10
60627	32	1	10
60628	32	1	10
60629	32	1	10
60630	32	1	10
60631	32	1	10
60632	32	1	10
60633	32	1	10
60634	32	1	10
60635	32	1	10
60636	32	1	10
60637	32	1	10
60638	32	1	10
60639	32	1	10
60640	32	1	10
60641	32	1	10
60642	32	1	10
60643	32	1	10
60644	32	1	10
60645	32	1	10
60646	32	1	10
60647	32	1	10
60648	32	1	10
60649	32	1	10
60650	32	1	10
60651	32	1	10
60652	32	1	10
60653	32	1	10
60654	32	1	10
60655	32	1	10
60656	32	1	10
60657	32	1	10
60658	32	1	10
60659	32	1	10
60660	32	1	10
60661	32	1	10
60662	32	1	10
60663	32	1	10
60664	32	1	10
60665	32	1	10
60666	32	1	10
60667	32	1	10
60668	32	1	10
60669	32	1	10
60670	32	1	10
60671	32	1	10
60672	32	1	10
60673	32	1	10
60674	32	1	10
60675	32	1	10
60676	32	1	10
60677	32	1	10
60678	32	1	10
60679	32	1	10
60680	32	1	10
60681	32	1	10
60682	32	1	10
60683	32	1	10
60684	32	1	10
60685	32	1	10
60686	32	1	10
60687	32	1	10
60688	32	1	10
60689	32	1	10
60690	32	1	10
60691	32	1	10
60692	32	1	10
60693	32	1	10
60694	32	1	10
60695	32	1	10
60696	32	1	10
60697	32	1	10
60698	32	1	10
60699	32	1	10
60700	32	1	10
60701	32	1	10
60702	32	1	10
60703	32	1	10
60704	32	1	10
60705	32	1	10
60706	32	1	10
60707	32	1	10
60708	32	1	10
60709	32	1	10
60710	32	1	10
60711	32	1	10
60712	32	1	10
60713	32	1	10
60714	32	1	10
60715	32	1	10
60716	32	1	10
60717	32	1	10
60718	32	1	10
60719	32	1	10
60720	32	1	10
60721	32	1	10
60722	32	1	10
60723	32	1	10
60724	32	1	10
60725	32	1	10
60726	32	1	10
60727	32	1	10
60728	32	1	10
60729	32	1	10
60730	32	1	10
60731	32	1	10
60732	32	1	10
60733	32	1	10
60734	32	1	10
60735	32	1	10
60736	32	1	10
60737	32	1	10
60738	32	1	10
60739	32	1	10
60740	32	1	10
60741	32	1	10
60742	32	1	10
60743	32	1	10
60744	32	1	10
60745	32	1	10
60746	32	1	10
60747	32	1	10
60748	32	1	10
60749	32	1	10
60750	32	1	10
60751	32	1	10
60752	32	1	10
60753	32	1	10
60754	32	1	10
60755	32	1	10
60756	32	1	10
60757	32	1	10
60758	32	1	10
60759	32	1	10
60760	32	1	10
60761	32	1	10
60762	32	1	10
60763	32	1	10
60764	32	1	10
60765	32	1	10
60766	32	1	10
60767	32	1	10
60768	32	1	10
60769	32	1	10
60770	32	1	10
60771	32	1	10
60772	32	1	10
60773	32	1	10
60774	32	1	10
60775	32	1	10
60776	32	1	10
60777	32	1	10
60778	32	1	10
60779	32	1	10
60780	32	1	10
60781	32	1	10
60782	32	1	10
60783	32	1	10
60784	32	1	10
60785	32	1	10
60786	32	1	10
60787	32	1	10
60788	32	1	10
60789	32	1	10
60790	32	1	10
60791	32	1	10
60792	32	1	10
60793	32	1	10
60794	32	1	10
60795	32	1	10
60796	32	1	10
60797	32	1	10
60798	32	1	10
60799	32	1	10
60800	32	1	10
60801	32	1	10
60802	32	1	10
60803	32	1	10
60804	32	1	10
60805	32	1	10
60806	32	1	10
60807	32	1	10
60808	32	1	10
60809	32	1	10
60810	32	1	10
60811	32	1	10
60812	32	1	10
60813	32	1	10
60814	32	1	10
60815	32	1	10
60816	32	1	10
60817	32	1	10
60818	32	1	10
60819	32	1	10
60820	32	1	10
60821	32	1	10
60822	32	1	10
60823	32	1	10
60824	32	1	10
60825	32	1	10
60826	32	1	10
60827	32	1	10
60828	32	1	10
60829	32	1	10
60830	32	1	10
60831	32	1	10
60832	32	1	10
60833	32	1	10
60834	32	1	10
60835	32	1	10
60836	32	1	10
60837	32	1	10
60838	32	1	10
60839	32	1	10
60840	32	1	10
60841	32	1	10
60842	32	1	10
60843	32	1	10
60844	32	1	10
60845	32	1	10
60846	32	1	10
60847	32	1	10
60848	32	1	10
60849	32	1	10
60850	32	1	10
60851	32	1	10
60852	32	1	10
60853	32	1	10
60854	32	1	10
60855	32	1	10
60856	32	1	10
60857	32	1	10
60858	32	1	10
60859	32	1	10
60860	32	1	10
60861	32	1	10
60862	32	1	10
60863	32	1	10
60864	32	1	10
60865	32	1	10
60866	32	1	10
60867	32	1	10
60868	32	1	10
60869	32	1	10
60870	32	1	10
60871	32	1	10
60872	32	1	10
60873	32	1	10
60874	32	1	10
60875	32	1	10
60876	32	1	10
60877	32	1	10
60878	32	1	10
60879	32	1	10
60880	32	1	10
60881	32	1	10
60882	32	1	10
60883	32	1	10
60884	32	1	10
60885	32	1	10
60886	32	1	10
60887	32	1	10
60888	32	1	10
60889	32	1	10
60890	32	1	10
60891	32	1	10
60892	32	1	10
60893	32	1	10
60894	32	1	10
60895	32	1	10
60896	32	1	10
60897	32	1	10
60898	32	1	10
60899	32	1	10
60900	32	1	10
60901	32	1	10
60902	32	1	10
60903	32	1	10
60904	32	1	10
60905	32	1	10
60906	32	1	10
60907	32	1	10
60908	32	1	10
60909	32	1	10
60910	32	1	10
60911	32	1	10
60912	32	1	10
60913	32	1	10
60914	32	1	10
60915	32	1	10
60916	32	1	10
60917	32	1	10
60918	32	1	10
60919	32	1	10
60920	32	1	10
60921	32	1	10
60922	32	1	10
60923	32	1	10
60924	32	1	10
60925	32	1	10
60926	32	1	10
60927	32	1	10
60928	32	1	10
60929	32	1	10
60930	32	1	10
60931	32	1	10
60932	32	1	10
60933	32	1	10
60934	32	1	10
60935	32	1	10
60936	32	1	10
60937	32	1	10
60938	32	1	10
60939	32	1	10
60940	32	1	10
60941	32	1	10
60942	32	1	10
60943	32	1	10
60944	32	1	10
60945	32	1	10
60946	32	1	10
60947	32	1	10
60948	32	1	10
60949	32	1	10
60950	32	1	10
60951	32	1	10
60952	32	1	10
60953	32	1	10
60954	32	1	10
60955	32	1	10
60956	32	1	10
60957	32	1	10
60958	32	1	10
60959	32	1	10
60960	32	1	10
60961	32	1	10
60962	32	1	10
60963	32	1	10
60964	32	1	10
60965	32	1	10
60966	32	1	10
60967	32	1	10
60968	32	1	10
60969	32	1	10
60970	32	1	10
60971	32	1	10
60972	32	1	10
60973	32	1	10
60974	32	1	10
60975	32	1	10
60976	32	1	10
60977	32	1	10
60978	32	1	10
60979	32	1	10
60980	32	1	10
60981	32	1	10
60982	32	1	10
60983	32	1	10
60984	32	1	10
60985	32	1	10
60986	32	1	10
60987	32	1	10
60988	32	1	10
60989	32	1	10
60990	32	1	10
60991	32	1	10
60992	32	1	10
60993	32	1	10
60994	32	1	10
60995	32	1	10
60996	32	1	10
60997	32	1	10
60998	32	1	10
60999	32	1	10
61000	32	1	10
61001	32	1	10
61002	32	1	10
61003	32	1	10
61004	32	1	10
61005	32	1	10
61006	32	1	10
61007	32	1	10
61008	32	1	10
61009	32	1	10
61010	32	1	10
61011	32	1	10
61012	32	1	10
61013	32	1	10
61014	32	1	10
61015	32	1	10
61016	32	1	10
61017	32	1	10
61018	32	1	10
61019	32	1	10
61020	32	1	10
61021	32	1	10
61022	32	1	10
61023	32	1	10
61024	32	1	10
61025	32	1	10
61026	32	1	10
61027	32	1	10
61028	32	1	10
61029	32	1	10
61030	32	1	10
61031	32	1	10
61032	32	1	10
61033	32	1	10
61034	32	1	10
61035	32	1	10
61036	32	1	10
61037	32	1	10
61038	32	1	10
61039	32	1	10
61040	32	1	10
61041	32	1	10
61042	32	1	10
61043	32	1	10
61044	32	1	10
61045	32	1	10
61046	32	1	10
61047	32	1	10
61048	32	1	10
61049	32	1	10
61050	32	1	10
61051	32	1	10
61052	32	1	10
61053	32	1	10
61054	32	1	10
61055	32	1	10
61056	32	1	10
61057	32	1	10
61058	32	1	10
61059	32	1	10
61060	32	1	10
61061	32	1	10
61062	32	1	10
61063	32	1	10
61064	32	1	10
61065	32	1	10
61066	32	1	10
61067	32	1	10
61068	32	1	10
61069	32	1	10
61070	32	1	10
61071	32	1	10
61072	32	1	10
61073	32	1	10
61074	32	1	10
61075	32	1	10
61076	32	1	10
61077	32	1	10
61078	32	1	10
61079	32	1	10
61080	32	1	10
61081	32	1	10
61082	32	1	10
61083	32	1	10
61084	32	1	10
61085	32	1	10
61086	32	1	10
61087	32	1	10
61088	32	1	10
61089	32	1	10
61090	32	1	10
61091	32	1	10
61092	32	1	10
61093	32	1	10
61094	32	1	10
61095	32	1	10
61096	32	1	10
61097	32	1	10
61098	32	1	10
61099	32	1	10
61100	32	1	10
61101	32	1	10
61102	32	1	10
61103	32	1	10
61104	32	1	10
61105	32	1	10
61106	32	1	10
61107	32	1	10
61108	32	1	10
61109	32	1	10
61110	32	1	10
61111	32	1	10
61112	32	1	10
61113	32	1	10
61114	32	1	10
61115	32	1	10
61116	32	1	10
61117	32	1	10
61118	32	1	10
61119	32	1	10
61120	32	1	10
61121	32	1	10
61122	32	1	10
61123	32	1	10
61124	32	1	10
61125	32	1	10
61126	32	1	10
61127	32	1	10
61128	32	1	10
61129	32	1	10
61130	32	1	10
61131	32	1	10
61132	32	1	10
61133	32	1	10
61134	32	1	10
61135	32	1	10
61136	32	1	10
61137	32	1	10
61138	32	1	10
61139	32	1	10
61140	32	1	10
61141	32	1	10
61142	32	1	10
61143	32	1	10
61144	32	1	10
61145	32	1	10
61146	32	1	10
61147	32	1	10
61148	32	1	10
61149	32	1	10
61150	32	1	10
61151	32	1	10
61152	32	1	10
61153	32	1	10
61154	32	1	10
61155	32	1	10
61156	32	1	10
61157	32	1	10
61158	32	1	10
61159	32	1	10
61160	32	1	10
61161	32	1	10
61162	32	1	10
61163	32	1	10
61164	32	1	10
61165	32	1	10
61166	32	1	10
61167	32	1	10
61168	32	1	10
61169	32	1	10
61170	32	1	10
61171	32	1	10
61172	32	1	10
61173	32	1	10
61174	32	1	10
61175	32	1	10
61176	32	1	10
61177	32	1	10
61178	32	1	10
61179	32	1	10
61180	32	1	10
61181	32	1	10
61182	32	1	10
61183	32	1	10
61184	32	1	10
61185	32	1	10
61186	32	1	10
61187	32	1	10
61188	32	1	10
61189	32	1	10
61190	32	1	10
61191	32	1	10
61192	32	1	10
61193	32	1	10
61194	32	1	10
61195	32	1	10
61196	32	1	10
61197	32	1	10
61198	32	1	10
61199	32	1	10
61200	32	1	10
61201	32	1	10
61202	32	1	10
61203	32	1	10
61204	32	1	10
61205	32	1	10
61206	32	1	10
61207	32	1	10
61208	32	1	10
61209	32	1	10
61210	32	1	10
61211	32	1	10
61212	32	1	10
61213	32	1	10
61214	32	1	10
61215	32	1	10
61216	32	1	10
61217	32	1	10
61218	32	1	10
61219	32	1	10
61220	32	1	10
61221	32	1	10
61222	32	1	10
61223	32	1	10
61224	32	1	10
61225	32	1	10
61226	32	1	10
61227	32	1	10
61228	32	1	10
61229	32	1	10
61230	32	1	10
61231	32	1	10
61232	32	1	10
61233	32	1	10
61234	32	1	10
61235	32	1	10
61236	32	1	10
61237	32	1	10
61238	32	1	10
61239	32	1	10
61240	32	1	10
61241	32	1	10
61242	32	1	10
61243	32	1	10
61244	32	1	10
61245	32	1	10
61246	32	1	10
61247	32	1	10
61248	32	1	10
61249	32	1	10
61250	32	1	10
61251	32	1	10
61252	32	1	10
61253	32	1	10
61254	32	1	10
61255	32	1	10
61256	32	1	10
61257	32	1	10
61258	32	1	10
61259	32	1	10
61260	32	1	10
61261	32	1	10
61262	32	1	10
61263	32	1	10
61264	32	1	10
61265	32	1	10
61266	32	1	10
61267	32	1	10
61268	32	1	10
61269	32	1	10
61270	32	1	10
61271	32	1	10
61272	32	1	10
61273	32	1	10
61274	32	1	10
61275	32	1	10
61276	32	1	10
61277	32	1	10
61278	32	1	10
61279	32	1	10
61280	32	1	10
61281	32	1	10
61282	32	1	10
61283	32	1	10
61284	32	1	10
61285	32	1	10
61286	32	1	10
61287	32	1	10
61288	32	1	10
61289	32	1	10
61290	32	1	10
61291	32	1	10
61292	32	1	10
61293	32	1	10
61294	32	1	10
61295	32	1	10
61296	32	1	10
61297	32	1	10
61298	32	1	10
61299	32	1	10
61300	32	1	10
61301	32	1	10
61302	32	1	10
61303	32	1	10
61304	32	1	10
61305	32	1	10
61306	32	1	10
61307	32	1	10
61308	32	1	10
61309	32	1	10
61310	32	1	10
61311	32	1	10
61312	32	1	10
61313	32	1	10
61314	32	1	10
61315	32	1	10
61316	32	1	10
61317	32	1	10
61318	32	1	10
61319	32	1	10
61320	32	1	10
61321	32	1	10
61322	32	1	10
61323	32	1	10
61324	32	1	10
61325	32	1	10
61326	32	1	10
61327	32	1	10
61328	32	1	10
61329	32	1	10
61330	32	1	10
61331	32	1	10
61332	32	1	10
61333	32	1	10
61334	32	1	10
61335	32	1	10
61336	32	1	10
61337	32	1	10
61338	32	1	10
61339	32	1	10
61340	32	1	10
61341	32	1	10
61342	32	1	10
61343	32	1	10
61344	32	1	10
61345	32	1	10
61346	32	1	10
61347	32	1	10
61348	32	1	10
61349	32	1	10
61350	32	1	10
61351	32	1	10
61352	32	1	10
61353	32	1	10
61354	32	1	10
61355	32	1	10
61356	32	1	10
61357	32	1	10
61358	32	1	10
61359	32	1	10
61360	32	1	10
61361	32	1	10
61362	32	1	10
61363	32	1	10
61364	32	1	10
61365	32	1	10
61366	32	1	10
61367	32	1	10
61368	32	1	10
61369	32	1	10
61370	32	1	10
61371	32	1	10
61372	32	1	10
61373	32	1	10
61374	32	1	10
61375	32	1	10
61376	32	1	10
61377	32	1	10
61378	32	1	10
61379	32	1	10
61380	32	1	10
61381	32	1	10
61382	32	1	10
61383	32	1	10
61384	32	1	10
61385	32	1	10
61386	32	1	10
61387	32	1	10
61388	32	1	10
61389	32	1	10
61390	32	1	10
61391	32	1	10
61392	32	1	10
61393	32	1	10
61394	32	1	10
61395	32	1	10
61396	32	1	10
61397	32	1	10
61398	32	1	10
61399	32	1	10
61400	32	1	10
61401	32	1	10
61402	32	1	10
61403	32	1	10
61404	32	1	10
61405	32	1	10
61406	32	1	10
61407	32	1	10
61408	32	1	10
61409	32	1	10
61410	32	1	10
61411	32	1	10
61412	32	1	10
61413	32	1	10
61414	32	1	10
61415	32	1	10
61416	32	1	10
61417	32	1	10
61418	32	1	10
61419	32	1	10
61420	32	1	10
61421	32	1	10
61422	32	1	10
61423	32	1	10
61424	32	1	10
61425	32	1	10
61426	32	1	10
61427	32	1	10
61428	32	1	10
61429	32	1	10
61430	32	1	10
61431	32	1	10
61432	32	1	10
61433	32	1	10
61434	32	1	10
61435	32	1	10
61436	32	1	10
61437	32	1	10
61438	32	1	10
61439	32	1	10
61440	32	1	10
61441	32	1	10
61442	32	1	10
61443	32	1	10
61444	32	1	10
61445	32	1	10
61446	32	1	10
61447	32	1	10
61448	32	1	10
61449	32	1	10
61450	32	1	10
61451	32	1	10
61452	32	1	10
61453	32	1	10
61454	32	1	10
61455	32	1	10
61456	32	1	10
61457	32	1	10
61458	32	1	10
61459	32	1	10
61460	32	1	10
61461	32	1	10
61462	32	1	10
61463	32	1	10
61464	32	1	10
61465	32	1	10
61466	32	1	10
61467	32	1	10
61468	32	1	10
61469	32	1	10
61470	32	1	10
61471	32	1	10
61472	32	1	10
61473	32	1	10
61474	32	1	10
61475	32	1	10
61476	32	1	10
61477	32	1	10
61478	32	1	10
61479	32	1	10
61480	32	1	10
61481	32	1	10
61482	32	1	10
61483	32	1	10
61484	32	1	10
61485	32	1	10
61486	32	1	10
61487	32	1	10
61488	32	1	10
61489	32	1	10
61490	32	1	10
61491	32	1	10
61492	32	1	10
61493	32	1	10
61494	32	1	10
61495	32	1	10
61496	32	1	10
61497	32	1	10
61498	32	1	10
61499	32	1	10
61500	32	1	10
61501	32	1	10
61502	32	1	10
61503	32	1	10
61504	32	1	10
61505	32	1	10
61506	32	1	10
61507	32	1	10
61508	32	1	10
61509	32	1	10
61510	32	1	10
61511	32	1	10
61512	32	1	10
61513	32	1	10
61514	32	1	10
61515	32	1	10
61516	32	1	10
61517	32	1	10
61518	32	1	10
61519	32	1	10
61520	32	1	10
61521	32	1	10
61522	32	1	10
61523	32	1	10
61524	32	1	10
61525	32	1	10
61526	32	1	10
61527	32	1	10
61528	32	1	10
61529	32	1	10
61530	32	1	10
61531	32	1	10
61532	32	1	10
61533	32	1	10
61534	32	1	10
61535	32	1	10
61536	32	1	10
61537	32	1	10
61538	32	1	10
61539	32	1	10
61540	32	1	10
61541	32	1	10
61542	32	1	10
61543	32	1	10
61544	32	1	10
61545	32	1	10
61546	32	1	10
61547	32	1	10
61548	32	1	10
61549	32	1	10
61550	32	1	10
61551	32	1	10
61552	32	1	10
61553	32	1	10
61554	32	1	10
61555	32	1	10
61556	32	1	10
61557	32	1	10
61558	32	1	10
61559	32	1	10
61560	32	1	10
61561	32	1	10
61562	32	1	10
